
"CS052 - Tenure and persons per room by accommodation type"
"ONS Crown Copyright Reserved [from Nomis on 5 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2001"
"Tenure     :","All categories: Tenure"
"Accommodation type:","All categories: Accommodation type"

"2001 output area","mnemonic","All categories: Number of persons per room in household","Up to 0.5 persons per room","Over 0.5 and up to 1.0 persons per room","Over 1.0 and up to 1.5 persons per room","Over 1.5 persons per room"
"00CNGH0055","E00047500",90,27,40,18,5
"00CNGH0056","E00047501",86,30,45,11,0
"00CNGH0057","E00047502",99,17,57,19,6
"00CNGH0058","E00047503",84,27,34,19,4
"00CNGH0059","E00047504",99,28,49,15,7
"00CNGH0060","E00047505",116,51,48,10,7
"00CNGH0061","E00047506",123,71,38,11,3
"00CNGH0062","E00047507",125,76,36,6,7
"00CNGH0063","E00047508",105,38,41,15,11
"00CNGH0064","E00047509",96,29,47,14,6
"00CNGH0065","E00047510",86,16,52,12,6
"00CNGH0066","E00047511",124,59,49,13,3
"00CNGH0067","E00047512",137,78,48,11,0
"00CNGH0068","E00047513",115,82,27,0,6
"00CNGH0069","E00047514",80,31,32,17,0
"00CNGH0070","E00047515",126,67,44,11,4
"00CNGH0071","E00047516",108,52,46,7,3
"00CNGH0072","E00047517",114,52,42,11,9
"00CNGH0073","E00047518",109,52,37,13,7
"00CNGH0074","E00047519",148,101,41,6,0
"00CNGH0075","E00047520",152,88,51,9,4
"00CNGJ0001","E00047521",103,36,41,17,9
"00CNGJ0002","E00047522",82,21,45,12,4
"00CNGJ0003","E00047523",96,46,44,6,0
"00CNGJ0004","E00047524",143,70,55,12,6
"00CNGJ0005","E00047525",141,69,54,15,3
"00CNGJ0006","E00047526",121,64,47,7,3
"00CNGJ0007","E00047527",142,94,42,3,3
"00CNGJ0008","E00047528",139,48,80,5,6
"00CNGJ0009","E00047529",116,55,47,9,5
"00CNGJ0010","E00047530",132,70,50,6,6
"00CNGJ0011","E00047531",137,111,17,3,6
"00CNGJ0012","E00047532",146,82,47,8,9
"00CNGJ0013","E00047533",130,75,44,3,8
"00CNGJ0014","E00047534",171,100,56,12,3
"00CNGJ0015","E00047535",118,47,52,13,6
"00CNGJ0016","E00047536",164,117,44,3,0
"00CNGJ0017","E00047537",102,43,43,10,6
"00CNGJ0018","E00047538",150,123,27,0,0
"00CNGJ0019","E00047539",110,51,46,9,4
"00CNGJ0020","E00047540",128,51,63,11,3
"00CNGJ0021","E00047541",138,62,65,8,3
"00CNGJ0022","E00047542",140,71,61,5,3
"00CNGJ0023","E00047543",125,80,42,3,0
"00CNGJ0024","E00047544",115,71,35,6,3
"00CNGJ0025","E00047545",192,151,35,3,3
"00CNGJ0026","E00047546",167,142,22,0,3
"00CNGJ0027","E00047547",109,53,37,10,9
"00CNGJ0028","E00047548",141,95,39,7,0
"00CNGJ0029","E00047549",159,132,24,3,0
"00CNGJ0030","E00047550",148,79,52,12,5
"00CNGJ0031","E00047551",123,88,35,0,0
"00CNGJ0032","E00047552",163,118,45,0,0
"00CNGJ0033","E00047553",106,33,55,10,8
"00CNGJ0034","E00047554",75,31,36,5,3
"00CNGJ0035","E00047555",75,20,42,10,3
"00CNGJ0036","E00047556",102,48,45,6,3
"00CNGJ0037","E00047557",106,39,55,12,0
"00CNGJ0038","E00047558",93,48,35,3,7
"00CNGJ0039","E00047559",131,59,53,14,5
"00CNGJ0040","E00047560",91,35,43,8,5
"00CNGJ0041","E00047561",99,46,40,10,3
"00CNGJ0042","E00047562",95,33,44,12,6
"00CNGJ0043","E00047563",109,52,43,9,5
"00CNGJ0044","E00047564",121,57,37,18,9
"00CNGJ0045","E00047565",114,38,65,8,3
"00CNGJ0046","E00047566",95,42,36,9,8
"00CNGJ0047","E00047567",95,50,38,3,4
"00CNGJ0048","E00047568",140,97,31,9,3
"00CNGJ0049","E00047569",132,57,53,16,6
"00CNGJ0050","E00047570",113,46,47,15,5
"00CNGJ0051","E00047571",109,41,52,8,8
"00CNGJ0052","E00047572",135,51,66,15,3
"00CNGJ0053","E00047573",128,53,54,16,5
"00CNGJ0054","E00047574",160,119,35,3,3
"00CNGJ0055","E00047575",100,48,34,11,7
"00CNGJ0056","E00047576",138,73,48,10,7
"00CNGJ0057","E00047577",151,121,30,0,0
"00CNGJ0058","E00047578",122,72,40,7,3
"00CNGJ0059","E00047579",114,41,49,10,14
"00CNGJ0060","E00047580",141,74,52,15,0
"00CNGJ0061","E00047581",135,79,44,12,0
"00CNGJ0062","E00047582",102,48,40,11,3
"00CNGJ0063","E00047583",143,107,24,6,6
"00CNGJ0064","E00047584",97,50,35,9,3
"00CNGJ0065","E00047585",141,62,64,9,6
"00CNGJ0066","E00047586",92,30,50,9,3
"00CNGJ0067","E00047587",129,73,50,3,3
"00CNGJ0068","E00047588",138,94,38,3,3
"00CNGJ0069","E00047589",121,89,29,0,3
"00CNGJ0070","E00047590",116,70,42,4,0
"00CNGJ0071","E00047591",143,110,30,0,3
"00CNGJ0072","E00047592",154,70,70,14,0
"00CNGJ0073","E00047593",89,42,34,10,3
"00CNGJ0074","E00047594",111,48,50,4,9
"00CNGJ0075","E00047595",152,120,29,3,0
"00CNGJ0076","E00047596",152,103,40,6,3
"00CNGJ0077","E00047597",134,49,63,15,7
"00CNGJ0078","E00047598",139,100,30,0,9
"00CNGK0001","E00047599",148,110,38,0,0
"00CNGK0002","E00047600",120,73,40,4,3
"00CNGK0003","E00047601",108,74,31,0,3
"00CNGK0004","E00047602",138,94,44,0,0
"00CNGK0005","E00047603",113,78,32,3,0
"00CNGK0006","E00047604",131,84,44,0,3
"00CNGK0007","E00047605",136,93,43,0,0
"00CNGK0008","E00047606",133,94,36,3,0
"00CNGK0009","E00047607",130,79,45,6,0
"00CNGK0010","E00047608",131,102,29,0,0
"00CNGK0011","E00047609",110,75,31,4,0
"00CNGK0012","E00047610",119,72,47,0,0
"00CNGK0013","E00047611",143,101,42,0,0
"00CNGK0014","E00047612",152,107,39,3,3
"00CNGK0015","E00047613",133,109,18,6,0
"00CNGK0016","E00047614",123,91,32,0,0
"00CNGK0017","E00047615",136,100,36,0,0
"00CNGK0018","E00047616",124,93,31,0,0
"00CNGK0019","E00047617",126,85,35,6,0
"00CNGK0020","E00047618",128,89,36,0,3
"00CNGK0021","E00047619",132,85,44,3,0
"00CNGK0022","E00047620",116,77,36,3,0
"00CNGK0023","E00047621",118,78,40,0,0
"00CNGK0024","E00047622",130,93,34,3,0
"00CNGK0025","E00047623",102,94,8,0,0
"00CNGK0026","E00047624",127,91,33,3,0
"00CNGK0027","E00047625",134,96,38,0,0
"00CNGK0028","E00047626",132,99,33,0,0
"00CNGK0029","E00047627",116,86,30,0,0
"00CNGK0030","E00047628",118,90,28,0,0
"00CNGK0031","E00047629",126,86,34,3,3
"00CNGK0032","E00047630",127,87,40,0,0
"00CNGK0033","E00047631",140,92,45,3,0
"00CNGK0034","E00047632",140,98,42,0,0
"00CNGK0035","E00047633",137,98,39,0,0
"00CNGK0036","E00047634",129,100,29,0,0
"00CNGK0037","E00047635",119,93,26,0,0
"00CNGK0038","E00047636",151,136,15,0,0
"00CNGK0039","E00047637",147,96,39,9,3
"00CNGK0040","E00047638",151,109,39,3,0
"00CNGK0041","E00047639",134,86,45,3,0
"00CNGK0042","E00047640",124,94,27,3,0
"00CNGK0043","E00047641",97,56,41,0,0
"00CNGK0044","E00047642",114,89,22,0,3
"00CNGK0045","E00047643",109,70,36,3,0
"00CNGK0046","E00047644",122,85,34,3,0
"00CNGK0047","E00047645",120,78,36,3,3
"00CNGK0048","E00047646",124,80,41,0,3
"00CNGK0049","E00047647",107,72,35,0,0
"00CNGK0050","E00047648",126,71,49,6,0
"00CNGK0051","E00047649",121,74,41,6,0
"00CNGK0052","E00047650",126,59,58,6,3
"00CNGK0053","E00047651",93,56,34,3,0
"00CNGK0054","E00047652",119,91,25,3,0
"00CNGK0055","E00047653",135,86,46,3,0
"00CNGK0056","E00047654",100,72,28,0,0
"00CNGK0057","E00047655",120,65,46,9,0
"00CNGK0058","E00047656",121,64,51,3,3
"00CNGK0059","E00047657",108,79,29,0,0
"00CNGK0060","E00047658",119,68,41,7,3
"00CNGK0061","E00047659",117,69,42,6,0
"00CNGK0062","E00047660",137,98,30,6,3
"00CNGK0063","E00047661",139,82,49,8,0
"00CNGK0064","E00047662",137,103,34,0,0
"00CNGK0065","E00047663",122,72,47,3,0
"00CNGK0066","E00047664",149,113,30,3,3
"00CNGK0067","E00047665",122,78,41,3,0
"00CNGK0068","E00047666",121,81,34,3,3
"00CNGK0069","E00047667",101,72,29,0,0
"00CNGK0070","E00047668",121,64,54,3,0
"00CNGK0071","E00047669",129,83,40,6,0
"00CNGK0072","E00047670",124,102,22,0,0
"00CNGK0073","E00047671",126,93,30,3,0
"00CNGK0074","E00047672",129,99,27,0,3
"00CNGK0075","E00047673",125,89,33,3,0
"00CNGK0076","E00047674",134,92,42,0,0
"00CNGK0077","E00047675",132,80,49,3,0
"00CNGK0078","E00047676",148,117,31,0,0
"00CNGK0079","E00047677",119,70,46,3,0
"00CNGL0001","E00047678",130,101,29,0,0
"00CNGL0002","E00047679",135,121,14,0,0
"00CNGL0003","E00047680",116,85,31,0,0
"00CNGL0004","E00047681",137,98,39,0,0
"00CNGL0005","E00047682",141,115,26,0,0
"00CNGL0006","E00047683",107,102,5,0,0
"00CNGL0007","E00047684",128,101,27,0,0
"00CNGL0008","E00047685",113,104,9,0,0
"00CNGL0009","E00047686",115,94,18,3,0
"00CNGL0010","E00047687",118,77,41,0,0
"00CNGL0011","E00047688",123,94,29,0,0
"00CNGL0012","E00047689",134,113,21,0,0
"00CNGL0013","E00047690",132,113,19,0,0
"00CNGL0014","E00047691",116,107,9,0,0
"00CNGL0015","E00047692",132,111,21,0,0
"00CNGL0016","E00047693",63,50,13,0,0
"00CNGL0017","E00047694",142,112,30,0,0
"00CNGL0018","E00047695",129,101,28,0,0
"00CNGL0019","E00047696",131,109,22,0,0
"00CNGL0020","E00047697",123,104,19,0,0
"00CNGL0021","E00047698",130,97,30,3,0
"00CNGL0022","E00047699",135,98,31,3,3
"00CNGL0023","E00047700",132,87,45,0,0
"00CNGL0024","E00047701",122,104,18,0,0
"00CNGL0025","E00047702",117,96,21,0,0
"00CNGL0026","E00047703",125,102,23,0,0
"00CNGL0027","E00047704",126,91,32,3,0
"00CNGL0028","E00047705",138,107,31,0,0
"00CNGL0029","E00047706",116,95,21,0,0
"00CNGL0030","E00047707",101,79,22,0,0
"00CNGL0031","E00047708",93,83,10,0,0
"00CNGL0032","E00047709",123,106,17,0,0
"00CNGL0033","E00047710",133,102,28,3,0
"00CNGL0034","E00047711",116,87,26,3,0
"00CNGL0035","E00047712",111,96,15,0,0
"00CNGL0036","E00047713",131,113,18,0,0
"00CNGL0037","E00047714",116,99,17,0,0
"00CNGL0038","E00047715",125,93,32,0,0
"00CNGL0039","E00047716",110,82,25,3,0
"00CNGL0040","E00047717",140,119,18,3,0
"00CNGL0041","E00047718",136,104,32,0,0
"00CNGL0042","E00047719",111,93,18,0,0
"00CNGL0043","E00047720",121,96,25,0,0
"00CNGL0044","E00047721",124,87,37,0,0
"00CNGL0045","E00047722",117,100,14,3,0
"00CNGL0046","E00047723",117,94,23,0,0
"00CNGL0047","E00047724",124,102,22,0,0
"00CNGL0048","E00047725",126,118,8,0,0
"00CNGL0049","E00047726",111,98,13,0,0
"00CNGL0050","E00047727",112,96,16,0,0
"00CNGL0051","E00047728",119,90,29,0,0
"00CNGL0052","E00047729",121,84,37,0,0
"00CNGL0053","E00047730",118,102,16,0,0
"00CNGL0054","E00047731",131,121,10,0,0
"00CNGL0055","E00047732",115,89,26,0,0
"00CNGL0056","E00047733",117,95,22,0,0
"00CNGL0057","E00047734",124,110,14,0,0
"00CNGL0058","E00047735",133,126,7,0,0
"00CNGL0059","E00047736",113,93,20,0,0
"00CNGL0060","E00047737",116,105,11,0,0
"00CNGL0061","E00047738",114,87,27,0,0
"00CNGL0062","E00047739",127,122,5,0,0
"00CNGL0063","E00047740",119,92,27,0,0
"00CNGL0064","E00047741",97,83,14,0,0
"00CNGL0065","E00047742",108,87,21,0,0
"00CNGL0066","E00047743",126,112,14,0,0
"00CNGL0067","E00047744",121,105,16,0,0
"00CNGL0068","E00047745",117,105,12,0,0
"00CNGL0069","E00047746",125,115,10,0,0
"00CNGL0070","E00047747",119,95,24,0,0
"00CNGL0071","E00047748",124,85,39,0,0
"00CNGL0072","E00047749",112,103,9,0,0
"00CNGL0073","E00047750",131,108,23,0,0
"00CNGL0074","E00047751",120,110,10,0,0
"00CNGL0075","E00047752",122,98,24,0,0
"00CNGL0076","E00047753",113,102,11,0,0
"00CNGL0077","E00047754",121,99,22,0,0
"00CNGL0078","E00047755",122,85,37,0,0
"00CNGL0079","E00047756",125,115,10,0,0
"00CNGL0080","E00047757",124,94,30,0,0
"00CNGL0081","E00047758",130,114,16,0,0
"00CNGL0082","E00047759",130,108,22,0,0
"00CNGL0083","E00047760",131,106,25,0,0
"00CNGL0084","E00047761",135,102,33,0,0
"00CNGL0085","E00047762",126,89,37,0,0
"00CNGL0086","E00047763",137,119,18,0,0
"00CNGL0087","E00047764",131,111,20,0,0
"00CNGL0088","E00047765",139,120,19,0,0
"00CNGL0089","E00047766",136,107,26,0,3
"00CNGL0090","E00047767",118,87,31,0,0
"00CNGL0091","E00047768",135,109,26,0,0
"00CNGL0092","E00047769",109,93,16,0,0
"00CNGL0093","E00047770",121,106,15,0,0
"00CNGL0094","E00047771",119,90,29,0,0
"00CNGL0095","E00047772",113,101,12,0,0
"00CNGL0096","E00047773",131,104,27,0,0
"00CNGL0097","E00047774",130,98,32,0,0
"00CNGL0098","E00047775",102,79,23,0,0
"00CNGL0099","E00047776",126,99,24,3,0
"00CNGM0001","E00047777",135,90,42,3,0
"00CNGM0002","E00047778",112,95,17,0,0
"00CNGM0003","E00047779",121,97,24,0,0
"00CNGM0004","E00047780",137,115,22,0,0
"00CNGM0005","E00047781",125,74,45,6,0
"00CNGM0006","E00047782",149,97,46,6,0
"00CNGM0007","E00047783",133,92,38,3,0
"00CNGM0008","E00047784",132,91,41,0,0
"00CNGM0009","E00047785",122,78,38,3,3
"00CNGM0010","E00047786",120,94,26,0,0
"00CNGM0011","E00047787",152,130,22,0,0
"00CNGM0012","E00047788",110,76,31,0,3
"00CNGM0013","E00047789",114,89,25,0,0
"00CNGM0014","E00047790",132,120,9,0,3
"00CNGM0015","E00047791",147,117,30,0,0
"00CNGM0016","E00047792",114,70,44,0,0
"00CNGM0017","E00047793",133,116,17,0,0
"00CNGM0018","E00047794",121,92,29,0,0
"00CNGM0019","E00047795",128,89,36,3,0
"00CNGM0020","E00047796",135,92,40,3,0
"00CNGM0021","E00047797",130,112,18,0,0
"00CNGM0022","E00047798",108,76,32,0,0
"00CNGM0023","E00047799",127,104,23,0,0
"00CNGM0024","E00047800",114,86,22,6,0
"00CNGM0025","E00047801",133,108,25,0,0
"00CNGM0026","E00047802",121,90,31,0,0
"00CNGM0027","E00047803",73,61,12,0,0
"00CNGM0028","E00047804",137,82,52,3,0
"00CNGM0029","E00047805",141,102,36,3,0
"00CNGM0030","E00047806",125,69,47,6,3
"00CNGM0031","E00047807",120,90,30,0,0
"00CNGM0032","E00047808",139,98,41,0,0
"00CNGM0033","E00047809",129,87,42,0,0
"00CNGM0034","E00047810",140,119,21,0,0
"00CNGM0035","E00047811",118,91,24,3,0
"00CNGM0036","E00047812",129,89,40,0,0
"00CNGM0037","E00047813",107,78,29,0,0
"00CNGM0038","E00047814",121,107,14,0,0
"00CNGM0039","E00047815",122,79,40,3,0
"00CNGM0040","E00047816",144,98,46,0,0
"00CNGM0041","E00047817",121,96,25,0,0
"00CNGM0042","E00047818",113,82,31,0,0
"00CNGM0043","E00047819",116,86,30,0,0
"00CNGM0044","E00047820",143,113,30,0,0
"00CNGM0045","E00047821",116,84,29,3,0
"00CNGM0046","E00047822",140,111,29,0,0
"00CNGM0047","E00047823",112,90,22,0,0
"00CNGM0048","E00047824",129,100,29,0,0
"00CNGM0049","E00047825",99,76,23,0,0
"00CNGM0050","E00047826",131,102,26,0,3
"00CNGM0051","E00047827",123,105,18,0,0
"00CNGM0052","E00047828",137,118,19,0,0
"00CNGM0053","E00047829",140,114,26,0,0
"00CNGM0054","E00047830",119,87,32,0,0
"00CNGM0055","E00047831",114,104,10,0,0
"00CNGM0056","E00047832",120,85,35,0,0
"00CNGM0057","E00047833",129,104,25,0,0
"00CNGM0058","E00047834",134,113,21,0,0
"00CNGM0059","E00047835",128,106,22,0,0
"00CNGM0060","E00047836",125,88,37,0,0
"00CNGM0061","E00047837",124,83,38,3,0
"00CNGM0062","E00047838",129,116,13,0,0
"00CNGM0063","E00047839",106,75,31,0,0
"00CNGM0064","E00047840",121,87,34,0,0
"00CNGM0065","E00047841",126,97,26,3,0
"00CNGM0066","E00047842",115,83,32,0,0
"00CNGM0067","E00047843",131,103,28,0,0
"00CNGM0068","E00047844",115,83,32,0,0
"00CNGM0069","E00047845",127,98,26,3,0
"00CNGM0070","E00047846",132,99,33,0,0
"00CNGM0071","E00047847",121,89,32,0,0
"00CNGM0072","E00047848",128,88,37,3,0
"00CNGM0073","E00047849",133,87,46,0,0
"00CNGM0074","E00047850",142,98,38,6,0
"00CNGM0075","E00047851",136,82,54,0,0
"00CNGM0076","E00047852",128,90,35,3,0
"00CNGM0077","E00047853",127,100,27,0,0
"00CNGM0078","E00047854",106,77,29,0,0
"00CNGM0079","E00047855",120,98,22,0,0
"00CNGM0080","E00047856",118,91,27,0,0
"00CNGM0081","E00047857",127,95,32,0,0
"00CNGM0082","E00047858",132,112,20,0,0
"00CNGM0083","E00047859",107,82,25,0,0
"00CNGM0084","E00047860",117,79,38,0,0
"00CNGM0085","E00047861",123,102,21,0,0
"00CNGM0086","E00047862",130,85,39,6,0
"00CNGM0087","E00047863",115,85,30,0,0
"00CNGM0088","E00047864",110,90,20,0,0
"00CNGM0089","E00047865",121,89,32,0,0
"00CNGM0090","E00047866",111,82,29,0,0
"00CNGM0091","E00047867",122,92,30,0,0
"00CNGM0092","E00047868",118,81,37,0,0
"00CNGM0093","E00047869",130,97,33,0,0
"00CNGM0094","E00047870",113,94,19,0,0
"00CNGM0095","E00047871",135,72,57,6,0
"00CNGM0096","E00047872",124,93,28,3,0
"00CNGM0097","E00047873",134,98,26,4,6
"00CNGM0098","E00047874",115,89,26,0,0
"00CNGM0099","E00047875",143,96,41,3,3
"00CNGM0100","E00047876",124,88,33,3,0
"00CNGM0101","E00047877",126,88,35,0,3
"00CNGM0102","E00047878",120,92,25,3,0
"00CNGM0103","E00047879",142,116,26,0,0
"00CNGM0104","E00047880",146,127,19,0,0
"00CNGM0105","E00047881",127,95,32,0,0
"00CNGM0106","E00047882",118,91,27,0,0
"00CNGM0107","E00047883",126,92,31,3,0
"00CNGM0108","E00047884",122,77,39,6,0
"00CNGM0109","E00047885",118,80,38,0,0
"00CNGM0110","E00047886",119,87,29,3,0
"00CNGN0001","E00047887",122,78,44,0,0
"00CNGN0002","E00047888",131,102,29,0,0
"00CNGN0003","E00047889",156,100,45,8,3
"00CNGN0004","E00047890",129,105,21,0,3
"00CNGN0005","E00047891",134,101,33,0,0
"00CNGN0006","E00047892",124,96,28,0,0
"00CNGN0007","E00047893",128,114,14,0,0
"00CNGN0008","E00047894",121,103,18,0,0
"00CNGN0009","E00047895",137,100,37,0,0
"00CNGN0010","E00047896",119,102,17,0,0
"00CNGN0011","E00047897",117,102,15,0,0
"00CNGN0012","E00047898",120,103,17,0,0
"00CNGN0013","E00047899",136,112,24,0,0
"00CNGN0014","E00047900",125,105,20,0,0
"00CNGN0015","E00047901",120,102,15,3,0
"00CNGN0016","E00047902",124,87,37,0,0
"00CNGN0017","E00047903",121,89,32,0,0
"00CNGN0018","E00047904",132,107,22,0,3
"00CNGN0019","E00047905",145,113,32,0,0
"00CNGN0020","E00047906",75,48,27,0,0
"00CNGN0021","E00047907",130,108,22,0,0
"00CNGN0022","E00047908",135,99,36,0,0
"00CNGN0023","E00047909",129,106,23,0,0
"00CNGN0024","E00047910",140,99,41,0,0
"00CNGN0025","E00047911",127,93,34,0,0
"00CNGN0026","E00047912",130,105,22,0,3
"00CNGN0027","E00047913",137,121,16,0,0
"00CNGN0028","E00047914",128,105,23,0,0
"00CNGN0029","E00047915",125,103,22,0,0
"00CNGN0030","E00047916",120,103,17,0,0
"00CNGN0031","E00047917",131,107,24,0,0
"00CNGN0032","E00047918",109,93,13,3,0
"00CNGN0033","E00047919",123,95,28,0,0
"00CNGN0034","E00047920",138,88,47,0,3
"00CNGN0035","E00047921",131,104,27,0,0
"00CNGN0036","E00047922",122,110,9,3,0
"00CNGN0037","E00047923",106,81,25,0,0
"00CNGN0038","E00047924",124,101,23,0,0
"00CNGN0039","E00047925",119,89,30,0,0
"00CNGN0040","E00047926",131,88,40,3,0
"00CNGN0041","E00047927",135,109,23,3,0
"00CNGN0042","E00047928",136,98,38,0,0
"00CNGN0043","E00047929",126,95,31,0,0
"00CNGN0044","E00047930",127,108,19,0,0
"00CNGN0045","E00047931",98,67,31,0,0
"00CNGN0046","E00047932",142,110,32,0,0
"00CNGN0047","E00047933",133,98,32,3,0
"00CNGN0048","E00047934",126,103,23,0,0
"00CNGN0049","E00047935",126,94,32,0,0
"00CNGN0050","E00047936",139,97,39,3,0
"00CNGN0051","E00047937",130,110,20,0,0
"00CNGN0052","E00047938",115,76,39,0,0
"00CNGN0053","E00047939",118,102,16,0,0
"00CNGN0054","E00047940",132,90,42,0,0
"00CNGN0055","E00047941",128,101,27,0,0
"00CNGN0056","E00047942",148,129,19,0,0
"00CNGN0057","E00047943",119,95,21,3,0
"00CNGN0058","E00047944",124,110,14,0,0
"00CNGN0059","E00047945",128,98,30,0,0
"00CNGN0060","E00047946",119,75,38,6,0
"00CNGN0061","E00047947",116,101,15,0,0
"00CNGN0062","E00047948",114,89,25,0,0
"00CNGN0063","E00047949",121,93,28,0,0
"00CNGN0064","E00047950",121,67,48,3,3
"00CNGN0065","E00047951",131,105,26,0,0
"00CNGN0066","E00047952",107,96,11,0,0
"00CNGN0067","E00047953",118,91,27,0,0
"00CNGN0068","E00047954",134,119,15,0,0
"00CNGN0069","E00047955",121,85,33,3,0
"00CNGN0070","E00047956",126,87,39,0,0
"00CNGN0071","E00047957",136,102,31,0,3
"00CNGN0072","E00047958",139,112,27,0,0
"00CNGN0073","E00047959",137,102,35,0,0
"00CNGN0074","E00047960",136,103,30,3,0
"00CNGN0075","E00047961",119,96,20,0,3
"00CNGN0076","E00047962",128,92,36,0,0
"00CNGN0077","E00047963",139,119,20,0,0
"00CNGN0078","E00047964",133,113,20,0,0
"00CNGN0079","E00047965",119,99,17,0,3
"00CNGN0080","E00047966",129,107,22,0,0
"00CNGN0081","E00047967",124,99,25,0,0
"00CNGN0082","E00047968",132,105,24,0,3
"00CNGN0083","E00047969",121,101,20,0,0
"00CNGN0084","E00047970",136,100,33,0,3
"00CNGN0085","E00047971",130,96,34,0,0
"00CNGN0086","E00047972",114,86,28,0,0
"00CNGN0087","E00047973",111,86,25,0,0
"00CNGN0088","E00047974",109,80,29,0,0
"00CNGN0089","E00047975",99,79,20,0,0
"00CNGN0090","E00047976",113,84,29,0,0
"00CNGN0091","E00047977",117,79,38,0,0
"00CNGN0092","E00047978",126,101,25,0,0
"00CNGN0093","E00047979",125,82,43,0,0
"00CNGN0094","E00047980",116,81,35,0,0
"00CNGP0001","E00047981",137,93,39,5,0
"00CNGP0002","E00047982",134,69,56,9,0
"00CNGP0003","E00047983",140,77,57,6,0
"00CNGP0004","E00047984",116,61,48,7,0
"00CNGP0005","E00047985",139,98,41,0,0
"00CNGP0006","E00047986",132,69,53,7,3
"00CNGP0007","E00047987",149,80,59,7,3
"00CNGP0008","E00047988",133,67,60,6,0
"00CNGP0009","E00047989",142,92,38,9,3
"00CNGP0010","E00047990",130,87,34,6,3
"00CNGP0011","E00047991",127,71,50,3,3
"00CNGP0012","E00047992",118,74,35,3,6
"00CNGP0013","E00047993",124,74,47,0,3
"00CNGP0014","E00047994",123,46,54,14,9
"00CNGP0015","E00047995",129,101,25,3,0
"00CNGP0016","E00047996",127,55,53,13,6
"00CNGP0017","E00047997",127,100,27,0,0
"00CNGP0018","E00047998",112,74,32,3,3
"00CNGP0019","E00047999",131,57,47,22,5
"00CNGP0020","E00048000",139,71,62,3,3
"00CNGP0021","E00048001",120,90,27,3,0
"00CNGP0022","E00048002",127,81,40,3,3
"00CNGP0023","E00048003",92,37,39,10,6
"00CNGP0024","E00048004",124,82,39,3,0
"00CNGP0025","E00048005",122,93,26,3,0
"00CNGP0026","E00048006",129,56,41,23,9
"00CNGP0027","E00048007",127,82,41,4,0
"00CNGP0028","E00048008",126,81,36,6,3
"00CNGP0029","E00048009",124,82,39,3,0
"00CNGP0030","E00048010",129,90,36,0,3
"00CNGP0031","E00048011",121,81,40,0,0
"00CNGP0032","E00048012",130,50,57,15,8
"00CNGP0033","E00048013",105,38,44,15,8
"00CNGP0034","E00048014",124,79,38,4,3
"00CNGP0035","E00048015",127,56,56,8,7
"00CNGP0036","E00048016",129,75,47,7,0
"00CNGP0037","E00048017",136,62,54,14,6
"00CNGP0038","E00048018",137,83,48,3,3
"00CNGP0039","E00048019",118,78,34,3,3
"00CNGP0040","E00048020",140,70,57,9,4
"00CNGP0041","E00048021",113,46,50,11,6
"00CNGP0042","E00048022",122,73,41,5,3
"00CNGP0043","E00048023",102,42,50,7,3
"00CNGP0044","E00048024",124,64,43,14,3
"00CNGP0045","E00048025",124,61,42,15,6
"00CNGP0046","E00048026",106,42,42,19,3
"00CNGP0047","E00048027",135,60,60,12,3
"00CNGP0048","E00048028",118,49,45,15,9
"00CNGP0049","E00048029",123,75,42,0,6
"00CNGP0050","E00048030",124,82,30,3,9
"00CNGP0051","E00048031",115,45,48,13,9
"00CNGP0052","E00048032",130,73,47,10,0
"00CNGP0053","E00048033",99,57,26,7,9
"00CNGP0054","E00048034",113,47,53,13,0
"00CNGP0055","E00048035",120,63,51,6,0
"00CNGP0056","E00048036",110,37,56,10,7
"00CNGP0057","E00048037",115,43,55,14,3
"00CNGP0058","E00048038",118,61,40,14,3
"00CNGP0059","E00048039",150,118,29,0,3
"00CNGP0060","E00048040",110,60,46,4,0
"00CNGP0061","E00048041",128,65,48,8,7
"00CNGP0062","E00048042",108,65,34,4,5
"00CNGP0063","E00048043",115,69,36,10,0
"00CNGP0064","E00048044",116,57,53,3,3
"00CNGP0065","E00048045",124,66,55,3,0
"00CNGP0066","E00048046",146,87,46,13,0
"00CNGP0067","E00048047",123,64,50,6,3
"00CNGP0068","E00048048",137,99,29,6,3
"00CNGP0069","E00048049",101,68,33,0,0
"00CNGP0070","E00048050",114,53,54,7,0
"00CNGP0071","E00048051",112,53,53,3,3
"00CNGP0072","E00048052",115,58,42,12,3
"00CNGP0073","E00048053",113,59,44,10,0
"00CNGP0074","E00048054",143,73,64,6,0
"00CNGP0075","E00048055",139,79,54,3,3
"00CNGP0076","E00048056",177,105,61,7,4
"00CNGQ0001","E00048057",119,62,54,3,0
"00CNGQ0002","E00048058",138,86,43,9,0
"00CNGQ0003","E00048059",122,78,36,5,3
"00CNGQ0004","E00048060",136,93,40,3,0
"00CNGQ0005","E00048061",127,91,31,5,0
"00CNGQ0006","E00048062",147,119,22,3,3
"00CNGQ0007","E00048063",124,90,34,0,0
"00CNGQ0008","E00048064",140,108,29,3,0
"00CNGQ0009","E00048065",135,98,34,0,3
"00CNGQ0010","E00048066",109,72,31,6,0
"00CNGQ0011","E00048067",126,82,41,0,3
"00CNGQ0012","E00048068",116,76,40,0,0
"00CNGQ0013","E00048069",120,98,22,0,0
