
"KS404UK - Car or van availability"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households; All cars or vans"
"Units      :","Households"
"Date       :","2011"

"2011 output area","mnemonic","All categories: Car or van availability","No cars or vans in household","1 car or van in household","2 cars or vans in household","3 cars or vans in household","4 or more cars or vans in household"

"E00045077","E00045077",117,8,37,60,10,2
"E00045078","E00045078",153,15,69,51,13,5
"E00045079","E00045079",113,55,46,10,2,0
"E00045080","E00045080",138,25,63,37,7,6
"E00045081","E00045081",100,55,32,9,3,1
"E00045082","E00045082",135,57,52,20,4,2
"E00045083","E00045083",148,29,81,28,9,1
"E00045084","E00045084",143,48,74,20,1,0
"E00045085","E00045085",137,68,54,10,4,1
"E00045086","E00045086",151,51,57,38,5,0
"E00045087","E00045087",136,59,55,21,0,1
"E00045088","E00045088",126,21,57,42,4,2
"E00045090","E00045090",155,74,56,15,5,5
"E00045091","E00045091",141,57,57,22,4,1
"E00045092","E00045092",166,48,84,29,3,2
"E00045093","E00045093",132,55,49,21,3,4
"E00045094","E00045094",165,39,80,39,6,1
"E00045095","E00045095",125,37,68,19,1,0
"E00045096","E00045096",117,63,50,3,1,0
"E00045097","E00045097",111,29,43,35,3,1
"E00045098","E00045098",112,37,56,15,3,1
"E00045099","E00045099",109,55,42,12,0,0
"E00045100","E00045100",128,56,40,26,5,1
"E00045101","E00045101",98,28,48,17,5,0
"E00045102","E00045102",119,34,59,19,4,3
"E00045103","E00045103",122,24,58,35,4,1
"E00045104","E00045104",116,51,47,15,2,1
"E00045105","E00045105",123,52,62,8,1,0
"E00045106","E00045106",111,45,51,14,1,0
"E00045107","E00045107",122,42,53,22,5,0
"E00045108","E00045108",128,76,37,12,2,1
"E00045109","E00045109",123,52,53,13,2,3
"E00045110","E00045110",117,43,46,24,3,1
"E00045111","E00045111",109,45,44,18,2,0
"E00045112","E00045112",111,29,46,29,4,3
"E00045113","E00045113",116,51,51,12,2,0
"E00045114","E00045114",118,54,55,8,1,0
"E00045115","E00045115",109,41,45,15,8,0
"E00045116","E00045116",137,51,58,18,8,2
"E00045117","E00045117",101,46,46,7,2,0
"E00045118","E00045118",125,33,52,35,4,1
"E00045119","E00045119",146,44,76,20,5,1
"E00045120","E00045120",142,68,59,12,2,1
"E00045121","E00045121",139,58,61,18,2,0
"E00045122","E00045122",114,57,45,11,0,1
"E00045123","E00045123",124,69,49,5,0,1
"E00045124","E00045124",142,79,54,8,1,0
"E00045125","E00045125",122,52,53,16,0,1
"E00045126","E00045126",151,54,74,17,5,1
"E00045127","E00045127",109,37,48,17,7,0
"E00045128","E00045128",136,37,55,27,14,3
"E00045129","E00045129",144,38,63,37,6,0
"E00045130","E00045130",124,44,64,12,3,1
"E00045131","E00045131",147,85,44,16,2,0
"E00045132","E00045132",96,43,42,10,1,0
"E00045133","E00045133",111,39,57,14,1,0
"E00045134","E00045134",129,67,50,9,3,0
"E00045135","E00045135",140,80,46,11,2,1
"E00045136","E00045136",141,64,65,11,1,0
"E00045137","E00045137",124,27,47,39,11,0
"E00045138","E00045138",124,43,61,18,2,0
"E00045139","E00045139",118,99,17,2,0,0
"E00045140","E00045140",120,47,56,13,4,0
"E00045141","E00045141",111,33,56,20,1,1
"E00045142","E00045142",132,48,63,17,4,0
"E00045143","E00045143",125,24,61,32,7,1
"E00045144","E00045144",154,28,77,44,5,0
"E00045145","E00045145",147,47,81,14,4,1
"E00045146","E00045146",142,19,71,48,3,1
"E00045147","E00045147",136,75,44,15,2,0
"E00045148","E00045148",156,73,56,21,4,2
"E00045149","E00045149",113,28,48,32,4,1
"E00045150","E00045150",125,24,46,44,10,1
"E00045151","E00045151",142,39,67,27,6,3
"E00045152","E00045152",114,23,65,22,3,1
"E00045153","E00045153",124,37,60,20,5,2
"E00045154","E00045154",133,28,63,39,2,1
"E00045155","E00045155",139,19,68,43,9,0
"E00045156","E00045156",108,17,47,42,2,0
"E00045157","E00045157",125,15,48,52,5,5
"E00045158","E00045158",141,31,78,29,3,0
"E00045159","E00045159",134,30,71,28,3,2
"E00045160","E00045160",133,41,65,16,6,5
"E00045161","E00045161",125,46,60,19,0,0
"E00045162","E00045162",137,53,56,28,0,0
"E00045163","E00045163",127,34,67,19,5,2
"E00045164","E00045164",164,110,46,7,1,0
"E00045165","E00045165",125,45,58,20,1,1
"E00045166","E00045166",102,49,40,9,3,1
"E00045167","E00045167",132,82,40,8,2,0
"E00045168","E00045168",118,50,51,15,2,0
"E00045169","E00045169",127,63,54,8,2,0
"E00045170","E00045170",111,52,49,8,2,0
"E00045171","E00045171",143,83,55,3,1,1
"E00045172","E00045172",115,64,41,9,1,0
"E00045173","E00045173",104,25,51,22,4,2
"E00045174","E00045174",143,79,50,13,0,1
"E00045175","E00045175",167,77,72,13,4,1
"E00045176","E00045176",106,50,35,16,5,0
"E00045177","E00045177",115,61,43,9,2,0
"E00045178","E00045178",98,41,39,13,5,0
"E00045179","E00045179",157,91,50,14,1,1
"E00045180","E00045180",84,47,32,5,0,0
"E00045181","E00045181",109,59,39,8,3,0
"E00045182","E00045182",133,90,40,3,0,0
"E00045183","E00045183",134,65,53,13,3,0
"E00045184","E00045184",109,71,31,6,1,0
"E00045186","E00045186",107,63,38,3,3,0
"E00045187","E00045187",96,44,40,9,2,1
"E00045188","E00045188",141,110,31,0,0,0
"E00045189","E00045189",108,69,33,6,0,0
"E00045190","E00045190",118,47,51,16,3,1
"E00045191","E00045191",104,55,42,6,0,1
"E00045192","E00045192",146,99,45,1,1,0
"E00045193","E00045193",120,59,52,9,0,0
"E00045194","E00045194",131,86,35,9,1,0
"E00045195","E00045195",126,61,59,6,0,0
"E00045196","E00045196",74,36,33,4,1,0
"E00045197","E00045197",110,36,51,18,4,1
"E00045198","E00045198",103,82,19,2,0,0
"E00045199","E00045199",194,135,48,8,3,0
"E00045200","E00045200",120,61,50,7,2,0
"E00045201","E00045201",149,102,43,3,1,0
"E00045202","E00045202",150,102,36,7,5,0
"E00045203","E00045203",118,80,36,1,1,0
"E00045204","E00045204",185,129,52,3,0,1
"E00045205","E00045205",147,103,41,3,0,0
"E00045206","E00045206",151,76,66,6,2,1
"E00045207","E00045207",139,109,29,1,0,0
"E00045208","E00045208",162,95,60,7,0,0
"E00045210","E00045210",206,142,55,8,1,0
"E00045212","E00045212",156,120,33,1,2,0
"E00045213","E00045213",123,33,58,25,7,0
"E00045214","E00045214",108,55,48,5,0,0
"E00045215","E00045215",144,59,55,27,3,0
"E00045216","E00045216",103,47,41,13,2,0
"E00045217","E00045217",104,57,37,8,2,0
"E00045218","E00045218",136,60,59,16,1,0
"E00045219","E00045219",136,69,58,7,1,1
"E00045220","E00045220",106,43,53,9,1,0
"E00045221","E00045221",108,45,53,10,0,0
"E00045222","E00045222",61,26,31,4,0,0
"E00045223","E00045223",85,38,39,8,0,0
"E00045224","E00045224",82,33,38,7,4,0
"E00045225","E00045225",87,45,32,8,1,1
"E00045226","E00045226",99,58,31,9,1,0
"E00045227","E00045227",92,34,43,11,2,2
"E00045228","E00045228",94,27,41,21,4,1
"E00045231","E00045231",75,19,40,11,5,0
"E00045232","E00045232",97,40,43,9,4,1
"E00045233","E00045233",150,103,42,3,1,1
"E00045234","E00045234",104,52,42,9,1,0
"E00045235","E00045235",77,27,38,10,1,1
"E00045236","E00045236",160,74,62,17,6,1
"E00045237","E00045237",73,34,27,9,3,0
"E00045238","E00045238",105,41,49,13,1,1
"E00045239","E00045239",110,50,37,18,3,2
"E00045240","E00045240",77,40,31,5,0,1
"E00045241","E00045241",99,42,40,12,4,1
"E00045242","E00045242",109,59,41,8,1,0
"E00045243","E00045243",121,92,28,1,0,0
"E00045244","E00045244",107,55,43,9,0,0
"E00045245","E00045245",98,52,42,4,0,0
"E00045246","E00045246",107,58,40,8,0,1
"E00045247","E00045247",55,31,20,2,0,2
"E00045249","E00045249",118,51,41,22,2,2
"E00045250","E00045250",131,68,40,21,2,0
"E00045251","E00045251",104,48,49,7,0,0
"E00045252","E00045252",140,67,55,14,3,1
"E00045253","E00045253",128,16,67,33,11,1
"E00045254","E00045254",111,52,46,12,1,0
"E00045255","E00045255",142,10,60,55,13,4
"E00045256","E00045256",134,61,60,11,2,0
"E00045257","E00045257",139,18,71,43,6,1
"E00045258","E00045258",142,48,69,23,2,0
"E00045259","E00045259",124,54,55,12,2,1
"E00045260","E00045260",129,22,65,36,4,2
"E00045261","E00045261",138,51,70,12,4,1
"E00045262","E00045262",146,75,49,18,3,1
"E00045263","E00045263",114,72,30,9,2,1
"E00045264","E00045264",127,59,49,16,3,0
"E00045265","E00045265",130,52,57,18,3,0
"E00045266","E00045266",110,47,46,15,2,0
"E00045267","E00045267",87,46,33,7,1,0
"E00045269","E00045269",120,10,53,42,13,2
"E00045271","E00045271",80,42,25,13,0,0
"E00045272","E00045272",59,23,26,8,2,0
"E00045273","E00045273",80,10,45,25,0,0
"E00045274","E00045274",136,31,75,24,5,1
"E00045275","E00045275",125,10,51,49,10,5
"E00045276","E00045276",136,64,58,11,2,1
"E00045277","E00045277",127,56,56,15,0,0
"E00045278","E00045278",133,18,65,47,3,0
"E00045279","E00045279",103,23,53,22,3,2
"E00045280","E00045280",109,59,35,11,3,1
"E00045281","E00045281",131,52,66,13,0,0
"E00045282","E00045282",131,42,60,22,5,2
"E00045283","E00045283",144,65,64,14,1,0
"E00045284","E00045284",142,76,51,13,2,0
"E00045285","E00045285",128,59,54,15,0,0
"E00045286","E00045286",134,48,60,20,3,3
"E00045287","E00045287",110,43,47,15,5,0
"E00045288","E00045288",127,48,55,21,1,2
"E00045289","E00045289",109,59,40,9,1,0
"E00045290","E00045290",112,60,41,10,1,0
"E00045292","E00045292",136,75,50,9,1,1
"E00045293","E00045293",208,99,86,20,1,2
"E00045294","E00045294",116,54,44,12,5,1
"E00045295","E00045295",126,69,37,16,3,1
"E00045296","E00045296",135,20,76,33,5,1
"E00045297","E00045297",129,18,53,45,7,6
"E00045298","E00045298",146,32,67,40,5,2
"E00045299","E00045299",138,34,63,31,6,4
"E00045300","E00045300",127,32,64,28,3,0
"E00045301","E00045301",121,22,60,30,7,2
"E00045302","E00045302",111,71,30,7,2,1
"E00045303","E00045303",154,41,78,26,7,2
"E00045304","E00045304",117,51,55,9,1,1
"E00045305","E00045305",124,10,66,39,6,3
"E00045306","E00045306",126,15,49,53,7,2
"E00045307","E00045307",125,65,49,8,3,0
"E00045308","E00045308",135,50,61,18,4,2
"E00045309","E00045309",117,50,40,23,3,1
"E00045310","E00045310",124,60,49,15,0,0
"E00045311","E00045311",128,60,51,17,0,0
"E00045312","E00045312",126,21,55,40,10,0
"E00045313","E00045313",123,24,45,40,11,3
"E00045315","E00045315",138,68,51,17,1,1
"E00045317","E00045317",120,48,43,21,6,2
"E00045318","E00045318",121,59,41,20,1,0
"E00045320","E00045320",137,44,62,24,6,1
"E00045321","E00045321",128,69,50,8,1,0
"E00045322","E00045322",133,76,49,7,1,0
"E00045323","E00045323",114,71,37,6,0,0
"E00045324","E00045324",157,55,69,26,6,1
"E00045325","E00045325",122,62,48,11,1,0
"E00045326","E00045326",120,20,50,41,6,3
"E00045327","E00045327",97,10,49,27,7,4
"E00045328","E00045328",150,14,80,41,14,1
"E00045329","E00045329",121,46,54,15,4,2
"E00045330","E00045330",128,53,53,20,2,0
"E00045331","E00045331",132,48,58,18,6,2
"E00045332","E00045332",129,44,65,19,0,1
"E00045333","E00045333",146,45,75,16,5,5
"E00045334","E00045334",217,89,91,34,3,0
"E00045335","E00045335",116,47,47,19,2,1
"E00045336","E00045336",135,36,69,28,2,0
"E00045337","E00045337",132,65,52,12,2,1
"E00045338","E00045338",118,41,51,20,5,1
"E00045339","E00045339",110,34,53,20,3,0
"E00045340","E00045340",117,47,44,21,4,1
"E00045341","E00045341",116,38,54,22,1,1
"E00045342","E00045342",241,36,129,65,11,0
"E00045343","E00045343",121,29,53,30,8,1
"E00045344","E00045344",110,69,34,7,0,0
"E00045345","E00045345",144,47,62,31,3,1
"E00045346","E00045346",123,30,58,25,8,2
"E00045347","E00045347",132,43,64,24,1,0
"E00045348","E00045348",131,40,65,22,3,1
"E00045349","E00045349",125,10,60,43,8,4
"E00045350","E00045350",118,37,51,24,6,0
"E00045351","E00045351",141,52,59,25,4,1
"E00045352","E00045352",131,43,55,28,4,1
"E00045353","E00045353",125,35,58,26,4,2
"E00045354","E00045354",142,39,66,32,4,1
"E00045355","E00045355",120,39,50,25,5,1
"E00045356","E00045356",120,44,55,14,4,3
"E00045357","E00045357",127,51,48,23,4,1
"E00045358","E00045358",99,38,42,18,1,0
"E00045359","E00045359",146,45,61,29,7,4
"E00045360","E00045360",139,20,70,39,9,1
"E00045361","E00045361",112,23,53,27,8,1
"E00045362","E00045362",151,53,60,32,3,3
"E00045363","E00045363",123,35,63,22,2,1
"E00045364","E00045364",133,40,54,34,2,3
"E00045365","E00045365",119,23,49,32,12,3
"E00045366","E00045366",120,20,64,30,6,0
"E00045367","E00045367",107,52,43,10,2,0
"E00045368","E00045368",114,15,61,32,4,2
"E00045369","E00045369",134,15,56,50,6,7
"E00045370","E00045370",149,26,67,42,13,1
"E00045371","E00045371",148,31,67,39,11,0
"E00045372","E00045372",131,20,57,39,11,4
"E00045373","E00045373",136,21,57,36,17,5
"E00045374","E00045374",133,10,54,53,14,2
"E00045375","E00045375",140,48,62,16,10,4
"E00045376","E00045376",135,49,62,19,5,0
"E00045377","E00045377",135,19,50,52,9,5
"E00045378","E00045378",128,41,56,21,8,2
"E00045379","E00045379",137,49,60,24,3,1
"E00045380","E00045380",116,34,56,21,5,0
"E00045381","E00045381",140,52,66,15,6,1
"E00045382","E00045382",103,8,50,34,8,3
"E00045383","E00045383",141,52,63,20,3,3
"E00045384","E00045384",136,59,53,22,1,1
"E00045385","E00045385",142,82,49,9,1,1
"E00045386","E00045386",120,15,54,34,14,3
"E00045387","E00045387",114,11,41,49,13,0
"E00045388","E00045388",121,48,47,22,4,0
"E00045389","E00045389",144,92,50,2,0,0
"E00045390","E00045390",99,22,39,28,7,3
"E00045391","E00045391",129,27,51,37,10,4
"E00045392","E00045392",156,87,57,12,0,0
"E00045393","E00045393",120,47,60,12,1,0
"E00045394","E00045394",143,61,60,16,5,1
"E00045395","E00045395",117,38,53,21,3,2
"E00045396","E00045396",118,42,52,20,4,0
"E00045397","E00045397",125,30,65,28,1,1
"E00045398","E00045398",132,83,43,5,1,0
"E00045399","E00045399",123,39,53,23,7,1
"E00045400","E00045400",115,44,51,17,2,1
"E00045401","E00045401",110,43,41,22,3,1
"E00045402","E00045402",128,58,51,16,2,1
"E00045403","E00045403",120,37,57,18,7,1
"E00045404","E00045404",91,69,19,1,2,0
"E00045405","E00045405",97,43,34,16,4,0
"E00045406","E00045406",123,38,58,18,6,3
"E00045407","E00045407",120,38,49,29,3,1
"E00045408","E00045408",110,55,43,11,1,0
"E00045409","E00045409",117,35,56,21,5,0
"E00045410","E00045410",107,40,46,15,6,0
"E00045411","E00045411",116,29,47,33,6,1
"E00045412","E00045412",120,40,58,19,2,1
"E00045413","E00045413",108,78,26,4,0,0
"E00045414","E00045414",100,23,53,20,4,0
"E00045415","E00045415",131,38,63,26,4,0
"E00045416","E00045416",112,21,62,26,2,1
"E00045417","E00045417",114,30,46,32,5,1
"E00045418","E00045418",105,51,37,14,2,1
"E00045419","E00045419",138,50,61,25,2,0
"E00045420","E00045420",172,68,85,14,3,2
"E00045421","E00045421",145,37,76,27,5,0
"E00045422","E00045422",121,23,67,25,5,1
"E00045423","E00045423",128,22,68,33,5,0
"E00045424","E00045424",124,17,42,55,8,2
"E00045425","E00045425",107,24,47,24,10,2
"E00045426","E00045426",121,49,43,26,3,0
"E00045427","E00045427",133,39,64,23,5,2
"E00045428","E00045428",133,46,61,23,2,1
"E00045429","E00045429",124,35,61,23,5,0
"E00045430","E00045430",127,38,54,30,5,0
"E00045431","E00045431",129,29,73,22,3,2
"E00045432","E00045432",127,52,50,21,3,1
"E00045433","E00045433",121,11,56,46,6,2
"E00045434","E00045434",112,72,32,8,0,0
"E00045435","E00045435",138,63,65,8,0,2
"E00045436","E00045436",128,22,68,34,4,0
"E00045437","E00045437",135,85,34,12,2,2
"E00045438","E00045438",148,64,50,26,7,1
"E00045439","E00045439",125,36,63,23,3,0
"E00045440","E00045440",108,53,32,21,2,0
"E00045441","E00045441",123,38,35,40,7,3
"E00045442","E00045442",124,17,47,53,7,0
"E00045443","E00045443",154,48,74,27,4,1
"E00045444","E00045444",132,37,48,35,9,3
"E00045445","E00045445",167,49,94,21,2,1
"E00045446","E00045446",117,14,49,48,5,1
"E00045447","E00045447",148,45,77,23,3,0
"E00045448","E00045448",166,104,54,8,0,0
"E00045449","E00045449",127,31,67,24,4,1
"E00045450","E00045450",144,53,61,22,6,2
"E00045451","E00045451",147,46,69,26,6,0
"E00045452","E00045452",148,62,66,15,3,2
"E00045453","E00045453",135,46,56,24,7,2
"E00045454","E00045454",157,54,74,25,2,2
"E00045455","E00045455",112,72,33,7,0,0
"E00045456","E00045456",132,61,53,16,1,1
"E00045457","E00045457",159,79,67,12,0,1
"E00045458","E00045458",123,32,51,36,4,0
"E00045459","E00045459",133,53,54,25,1,0
"E00045460","E00045460",126,52,51,21,2,0
"E00045461","E00045461",119,31,67,18,3,0
"E00045462","E00045462",129,42,58,26,2,1
"E00045463","E00045463",125,47,53,20,4,1
"E00045464","E00045464",108,37,52,14,4,1
"E00045465","E00045465",98,16,49,29,4,0
"E00045466","E00045466",103,23,37,39,4,0
"E00045467","E00045467",113,36,56,17,4,0
"E00045468","E00045468",116,23,60,30,3,0
"E00045469","E00045469",147,62,59,20,3,3
"E00045470","E00045470",142,42,72,24,3,1
"E00045471","E00045471",139,14,74,41,8,2
"E00045472","E00045472",130,42,69,11,6,2
"E00045473","E00045473",133,42,64,21,5,1
"E00045474","E00045474",119,23,61,29,4,2
"E00045475","E00045475",99,37,42,16,4,0
"E00045476","E00045476",131,34,61,30,5,1
"E00045477","E00045477",100,34,45,20,1,0
"E00045478","E00045478",125,44,60,20,0,1
"E00045479","E00045479",124,9,59,44,10,2
"E00045480","E00045480",131,26,63,27,13,2
"E00045481","E00045481",130,39,72,13,3,3
"E00045482","E00045482",106,48,31,22,4,1
"E00045483","E00045483",140,19,86,31,3,1
"E00045484","E00045484",130,21,64,42,3,0
"E00045485","E00045485",136,97,35,4,0,0
"E00045486","E00045486",130,38,64,27,1,0
"E00045487","E00045487",121,21,65,29,5,1
"E00045488","E00045488",128,46,54,25,2,1
"E00045489","E00045489",100,51,44,4,0,1
"E00045490","E00045490",97,13,44,35,3,2
"E00045491","E00045491",125,58,49,16,1,1
"E00045492","E00045492",129,68,53,7,0,1
"E00045493","E00045493",133,28,68,32,5,0
"E00045494","E00045494",116,24,61,25,5,1
"E00045495","E00045495",106,25,46,30,4,1
"E00045496","E00045496",131,59,48,19,2,3
"E00045497","E00045497",101,17,51,32,1,0
"E00045498","E00045498",127,21,47,51,7,1
"E00045499","E00045499",119,27,60,24,7,1
"E00045500","E00045500",151,44,76,26,3,2
"E00045501","E00045501",132,52,57,17,5,1
"E00045502","E00045502",127,70,43,10,3,1
"E00045503","E00045503",132,55,56,16,1,4
"E00045504","E00045504",140,63,54,18,5,0
"E00045505","E00045505",134,75,47,10,2,0
"E00045506","E00045506",152,44,55,40,8,5
"E00045507","E00045507",130,65,42,21,2,0
"E00045508","E00045508",127,40,59,23,5,0
"E00045509","E00045509",144,125,17,2,0,0
"E00045510","E00045510",46,24,16,5,1,0
"E00045511","E00045511",125,57,57,6,4,1
"E00045512","E00045512",138,77,46,13,1,1
"E00045513","E00045513",140,105,32,2,1,0
"E00045514","E00045514",136,101,32,3,0,0
"E00045515","E00045515",136,80,49,6,1,0
"E00045516","E00045516",142,93,39,8,2,0
"E00045517","E00045517",142,85,53,3,0,1
"E00045518","E00045518",139,81,48,8,2,0
"E00045519","E00045519",122,70,40,10,0,2
"E00045520","E00045520",117,17,57,36,6,1
"E00045521","E00045521",126,47,41,27,9,2
"E00045522","E00045522",123,44,44,30,4,1
"E00045523","E00045523",123,13,58,36,9,7
"E00045524","E00045524",108,10,39,48,7,4
"E00045525","E00045525",144,66,61,15,1,1
"E00045526","E00045526",179,53,55,59,7,5
"E00045527","E00045527",133,53,62,15,3,0
"E00045528","E00045528",135,49,60,21,4,1
"E00045529","E00045529",113,10,47,47,8,1
"E00045530","E00045530",126,48,51,23,4,0
"E00045531","E00045531",122,22,50,42,5,3
"E00045532","E00045532",120,55,47,11,5,2
"E00045533","E00045533",108,64,34,10,0,0
"E00045534","E00045534",121,63,42,14,2,0
"E00045535","E00045535",126,14,71,34,6,1
"E00045536","E00045536",133,33,60,36,3,1
"E00045537","E00045537",143,19,62,50,8,4
"E00045538","E00045538",155,71,65,16,3,0
"E00045539","E00045539",112,30,40,36,4,2
"E00045540","E00045540",114,22,59,28,4,1
"E00045541","E00045541",125,18,61,42,3,1
"E00045542","E00045542",142,34,67,35,4,2
"E00045543","E00045543",126,16,58,40,11,1
"E00045544","E00045544",137,47,52,33,4,1
"E00045545","E00045545",125,48,58,14,5,0
"E00045546","E00045546",101,22,44,28,5,2
"E00045547","E00045547",151,21,70,52,7,1
"E00045548","E00045548",131,11,63,47,7,3
"E00045549","E00045549",168,49,84,27,7,1
"E00045550","E00045550",106,34,43,26,2,1
"E00045551","E00045551",130,19,66,38,7,0
"E00045552","E00045552",100,12,46,34,6,2
"E00045553","E00045553",138,64,58,12,4,0
"E00045554","E00045554",173,79,75,14,3,2
"E00045555","E00045555",142,17,55,54,14,2
"E00045556","E00045556",114,51,42,19,1,1
"E00045557","E00045557",130,45,66,11,6,2
"E00045558","E00045558",116,29,53,29,4,1
"E00045559","E00045559",150,46,78,23,3,0
"E00045560","E00045560",119,33,53,28,3,2
"E00045561","E00045561",104,15,50,34,4,1
"E00045562","E00045562",193,50,89,48,5,1
"E00045563","E00045563",112,15,49,37,8,3
"E00045564","E00045564",122,43,58,18,3,0
"E00045566","E00045566",183,45,91,38,8,1
"E00045568","E00045568",129,15,65,40,8,1
"E00045569","E00045569",107,65,33,8,0,1
"E00045570","E00045570",130,19,50,51,9,1
"E00045571","E00045571",95,19,43,21,10,2
"E00045572","E00045572",134,19,63,45,5,2
"E00045573","E00045573",130,14,53,51,11,1
"E00045574","E00045574",137,27,65,32,12,1
"E00045575","E00045575",123,17,58,39,7,2
"E00045576","E00045576",156,56,70,27,3,0
"E00045577","E00045577",105,16,50,32,4,3
"E00045578","E00045578",149,70,64,15,0,0
"E00045579","E00045579",126,57,49,14,6,0
"E00045580","E00045580",125,46,56,21,1,1
"E00045581","E00045581",119,92,25,1,0,1
"E00045582","E00045582",117,57,35,20,3,2
"E00045583","E00045583",129,83,41,3,2,0
"E00045584","E00045584",121,9,47,53,7,5
"E00045585","E00045585",135,20,65,43,6,1
"E00045586","E00045586",40,13,20,6,1,0
"E00045587","E00045587",111,10,39,33,17,12
"E00045588","E00045588",99,31,47,16,3,2
"E00045589","E00045589",123,21,55,32,7,8
"E00045590","E00045590",175,38,85,42,8,2
"E00045592","E00045592",165,32,51,66,11,5
"E00045593","E00045593",137,59,52,14,6,6
"E00045594","E00045594",164,100,57,6,1,0
"E00045595","E00045595",159,45,72,31,5,6
"E00045596","E00045596",161,64,75,16,4,2
"E00045597","E00045597",178,68,64,33,9,4
"E00045598","E00045598",217,146,66,4,1,0
"E00045599","E00045599",160,76,65,16,0,3
"E00045600","E00045600",139,61,57,15,4,2
"E00045601","E00045601",152,58,66,17,7,4
"E00045602","E00045602",182,108,58,14,2,0
"E00045603","E00045603",206,82,92,27,3,2
"E00045604","E00045604",136,44,54,26,7,5
"E00045605","E00045605",165,83,61,11,6,4
"E00045606","E00045606",141,43,68,29,0,1
"E00045607","E00045607",121,50,49,17,4,1
"E00045608","E00045608",119,48,39,25,5,2
"E00045609","E00045609",112,15,38,43,8,8
"E00045610","E00045610",156,49,81,24,2,0
"E00045611","E00045611",129,69,44,14,1,1
"E00045612","E00045612",127,41,52,27,4,3
"E00045613","E00045613",118,6,44,57,6,5
"E00045614","E00045614",147,23,66,43,11,4
"E00045615","E00045615",107,10,50,33,11,3
"E00045616","E00045616",121,8,70,36,5,2
"E00045618","E00045618",59,36,20,3,0,0
"E00045620","E00045620",108,44,38,23,2,1
"E00045621","E00045621",117,15,53,41,4,4
"E00045622","E00045622",119,27,46,38,5,3
"E00045623","E00045623",72,33,31,7,1,0
"E00045624","E00045624",109,19,52,26,9,3
"E00045625","E00045625",120,88,31,1,0,0
"E00045627","E00045627",114,6,26,50,21,11
"E00045628","E00045628",112,36,51,23,1,1
"E00045629","E00045629",110,29,54,22,4,1
"E00045630","E00045630",157,85,68,4,0,0
"E00045631","E00045631",108,66,37,5,0,0
"E00045632","E00045632",128,51,47,22,8,0
"E00045633","E00045633",118,77,33,8,0,0
"E00045635","E00045635",106,63,28,11,2,2
"E00045636","E00045636",129,40,47,25,12,5
"E00045637","E00045637",95,27,21,30,10,7
"E00045638","E00045638",115,77,33,4,0,1
"E00045639","E00045639",124,60,44,14,5,1
"E00045640","E00045640",113,76,32,5,0,0
"E00045641","E00045641",144,28,64,37,14,1
"E00045643","E00045643",119,38,57,16,6,2
"E00045644","E00045644",114,61,46,7,0,0
"E00045645","E00045645",124,15,52,47,6,4
"E00045646","E00045646",130,24,39,48,16,3
"E00045647","E00045647",174,89,63,15,4,3
"E00045648","E00045648",240,43,118,51,18,10
"E00045649","E00045649",117,66,28,17,3,3
"E00045651","E00045651",148,73,46,23,4,2
"E00045652","E00045652",110,81,27,2,0,0
"E00045653","E00045653",127,80,44,2,1,0
"E00045654","E00045654",120,76,41,3,0,0
"E00045655","E00045655",115,42,61,11,1,0
"E00045656","E00045656",229,48,132,43,5,1
"E00045658","E00045658",184,111,59,12,1,1
"E00045659","E00045659",144,85,48,10,0,1
"E00045660","E00045660",99,44,37,11,6,1
"E00045661","E00045661",108,50,39,15,4,0
"E00045662","E00045662",130,52,58,18,1,1
"E00045663","E00045663",164,39,79,38,7,1
"E00045664","E00045664",146,41,64,36,1,4
"E00045665","E00045665",159,80,62,15,1,1
"E00045666","E00045666",126,57,64,5,0,0
"E00045667","E00045667",233,117,85,28,3,0
"E00045668","E00045668",218,83,86,39,6,4
"E00045669","E00045669",207,108,87,8,3,1
"E00045670","E00045670",144,66,58,19,0,1
"E00045671","E00045671",131,56,62,12,0,1
"E00045672","E00045672",133,41,46,35,9,2
"E00045673","E00045673",126,81,40,4,1,0
"E00045674","E00045674",133,47,52,25,9,0
"E00045675","E00045675",108,10,45,42,8,3
"E00045676","E00045676",130,11,47,57,9,6
"E00045677","E00045677",122,41,40,30,9,2
"E00045678","E00045678",131,58,46,21,4,2
"E00045679","E00045679",119,31,54,29,3,2
"E00045680","E00045680",158,56,70,27,5,0
"E00045681","E00045681",152,80,54,18,0,0
"E00045682","E00045682",112,49,52,9,2,0
"E00045683","E00045683",118,30,55,27,4,2
"E00045684","E00045684",108,47,45,16,0,0
"E00045685","E00045685",115,18,61,29,4,3
"E00045686","E00045686",129,65,38,20,5,1
"E00045687","E00045687",123,44,65,14,0,0
"E00045688","E00045688",111,35,54,19,2,1
"E00045689","E00045689",118,19,54,34,9,2
"E00045690","E00045690",194,44,88,47,13,2
"E00045691","E00045691",119,28,56,28,6,1
"E00045692","E00045692",94,42,33,15,3,1
"E00045693","E00045693",115,23,60,25,7,0
"E00045694","E00045694",126,36,54,30,5,1
"E00045695","E00045695",129,34,61,27,5,2
"E00045696","E00045696",98,57,35,4,2,0
"E00045697","E00045697",119,46,54,15,4,0
"E00045698","E00045698",128,60,49,18,1,0
"E00045699","E00045699",131,44,54,22,9,2
"E00045700","E00045700",122,52,58,12,0,0
