
"QS409EW - Persons per room - Households"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 output area","mnemonic","All categories: Number of persons per room in household","Up to 0.5 persons per room","Over 0.5 and up to 1.0 persons per room","Over 1.0 and up to 1.5 persons per room","Over 1.5 persons per room"
"E00047953","E00047953",129,110,19,0,0
"E00047954","E00047954",143,115,28,0,0
"E00047955","E00047955",120,95,25,0,0
"E00047956","E00047956",129,96,29,2,2
"E00047957","E00047957",135,97,37,1,0
"E00047958","E00047958",143,104,39,0,0
"E00047959","E00047959",135,113,22,0,0
"E00047960","E00047960",145,115,28,1,1
"E00047961","E00047961",122,99,22,0,1
"E00047962","E00047962",128,104,23,1,0
"E00047963","E00047963",130,109,21,0,0
"E00047964","E00047964",136,120,16,0,0
"E00047965","E00047965",128,112,15,1,0
"E00047966","E00047966",121,113,8,0,0
"E00047967","E00047967",167,127,37,2,1
"E00047968","E00047968",142,111,31,0,0
"E00047969","E00047969",125,103,22,0,0
"E00047970","E00047970",136,107,29,0,0
"E00047971","E00047971",129,94,35,0,0
"E00047972","E00047972",112,84,28,0,0
"E00047973","E00047973",123,94,29,0,0
"E00047974","E00047974",104,75,29,0,0
"E00047975","E00047975",89,66,23,0,0
"E00047976","E00047976",113,86,27,0,0
"E00047977","E00047977",112,81,31,0,0
"E00047978","E00047978",123,93,29,1,0
"E00047979","E00047979",123,81,40,2,0
"E00047980","E00047980",122,90,31,1,0
"E00047981","E00047981",132,63,48,17,4
"E00047982","E00047982",127,60,52,13,2
"E00047983","E00047983",148,66,67,14,1
"E00047984","E00047984",139,77,45,16,1
"E00047985","E00047985",145,73,53,16,3
"E00047986","E00047986",144,59,69,11,5
"E00047987","E00047987",148,78,59,7,4
"E00047988","E00047988",138,67,54,14,3
"E00047989","E00047989",166,84,63,11,8
"E00047990","E00047990",144,85,50,8,1
"E00047991","E00047991",131,63,52,12,4
"E00047992","E00047992",118,69,39,9,1
"E00047993","E00047993",127,66,47,12,2
"E00047994","E00047994",138,51,64,21,2
"E00047995","E00047995",156,92,52,9,3
"E00047996","E00047996",136,53,61,17,5
"E00047997","E00047997",130,96,28,4,2
"E00047998","E00047998",132,76,40,11,5
"E00047999","E00047999",126,51,56,15,4
"E00048001","E00048001",139,86,41,9,3
"E00048002","E00048002",132,66,63,1,2
"E00048003","E00048003",107,59,36,8,4
"E00048004","E00048004",143,68,64,11,0
"E00048005","E00048005",127,90,33,2,2
"E00048006","E00048006",114,40,52,17,5
"E00048007","E00048007",137,66,58,10,3
"E00048008","E00048008",121,53,53,13,2
"E00048009","E00048009",155,62,80,10,3
"E00048010","E00048010",142,84,51,5,2
"E00048011","E00048011",146,77,63,3,3
"E00048012","E00048012",124,35,58,27,4
"E00048013","E00048013",103,32,52,16,3
"E00048014","E00048014",116,61,38,15,2
"E00048015","E00048015",120,57,55,8,0
"E00048016","E00048016",147,79,45,18,5
"E00048017","E00048017",142,51,70,16,5
"E00048018","E00048018",157,64,73,18,2
"E00048019","E00048019",116,46,60,7,3
"E00048020","E00048020",129,56,63,9,1
"E00048021","E00048021",101,25,52,17,7
"E00048022","E00048022",156,76,63,11,6
"E00048023","E00048023",121,40,64,14,3
"E00048024","E00048024",149,60,69,17,3
"E00048025","E00048025",136,72,39,19,6
"E00048026","E00048026",125,50,52,17,6
"E00048028","E00048028",131,51,60,16,4
"E00048029","E00048029",146,75,62,9,0
"E00048030","E00048030",121,46,55,16,4
"E00048031","E00048031",136,51,67,16,2
"E00048032","E00048032",170,83,68,17,2
"E00048033","E00048033",106,57,35,12,2
"E00048034","E00048034",98,35,51,8,4
"E00048035","E00048035",126,66,49,10,1
"E00048036","E00048036",133,54,57,20,2
"E00048037","E00048037",133,45,74,13,1
"E00048038","E00048038",162,67,71,22,2
"E00048039","E00048039",162,115,44,3,0
"E00048040","E00048040",133,76,43,11,3
"E00048041","E00048041",167,72,76,14,5
"E00048042","E00048042",142,58,72,12,0
"E00048043","E00048043",123,55,54,9,5
"E00048044","E00048044",126,55,54,14,3
"E00048045","E00048045",130,64,58,6,2
"E00048046","E00048046",191,97,75,13,6
"E00048047","E00048047",148,49,74,19,6
"E00048048","E00048048",145,86,44,11,4
"E00048049","E00048049",107,46,42,15,4
"E00048050","E00048050",118,56,56,4,2
"E00048051","E00048051",106,47,39,12,8
"E00048052","E00048052",106,39,50,16,1
"E00048053","E00048053",114,50,54,9,1
"E00048054","E00048054",156,65,67,17,7
"E00048055","E00048055",140,70,56,11,3
"E00048056","E00048056",185,102,75,4,4
"E00048057","E00048057",119,72,44,3,0
"E00048058","E00048058",131,97,34,0,0
"E00048059","E00048059",120,88,30,2,0
"E00048060","E00048060",111,66,42,3,0
"E00048061","E00048061",100,69,28,3,0
"E00048062","E00048062",157,128,24,2,3
"E00048063","E00048063",114,76,35,2,1
"E00048064","E00048064",135,109,26,0,0
"E00048065","E00048065",132,93,38,0,1
"E00048066","E00048066",66,32,31,3,0
"E00048067","E00048067",99,55,41,3,0
"E00048068","E00048068",105,64,40,1,0
"E00048069","E00048069",121,92,28,0,1
"E00048070","E00048070",118,76,39,3,0
"E00048071","E00048071",139,105,33,0,1
"E00048072","E00048072",71,42,26,3,0
"E00048073","E00048073",176,102,67,5,2
"E00048074","E00048074",124,101,21,1,1
"E00048075","E00048075",131,103,28,0,0
"E00048076","E00048076",124,87,36,1,0
"E00048077","E00048077",133,83,46,4,0
"E00048078","E00048078",121,96,24,1,0
"E00048079","E00048079",135,96,38,0,1
"E00048080","E00048080",136,94,41,1,0
"E00048081","E00048081",108,74,33,1,0
"E00048082","E00048082",159,102,55,2,0
"E00048083","E00048083",132,82,46,4,0
"E00048084","E00048084",177,111,61,2,3
"E00048085","E00048085",119,71,41,5,2
"E00048086","E00048086",103,58,38,5,2
"E00048087","E00048087",116,66,46,4,0
"E00048088","E00048088",109,72,35,2,0
"E00048089","E00048089",121,82,37,2,0
"E00048090","E00048090",124,80,40,4,0
"E00048091","E00048091",172,87,78,6,1
"E00048092","E00048092",151,87,62,2,0
"E00048093","E00048093",113,80,30,2,1
"E00048094","E00048094",113,72,40,1,0
"E00048095","E00048095",119,100,19,0,0
"E00048096","E00048096",147,87,59,1,0
"E00048097","E00048097",117,68,39,9,1
"E00048098","E00048098",131,75,51,5,0
"E00048099","E00048099",123,64,53,6,0
"E00048100","E00048100",123,77,39,5,2
"E00048101","E00048101",155,112,43,0,0
"E00048102","E00048102",111,72,35,4,0
"E00048103","E00048103",108,68,36,3,1
"E00048104","E00048104",149,82,64,3,0
"E00048105","E00048105",106,66,38,1,1
"E00048106","E00048106",133,84,43,6,0
"E00048107","E00048107",115,64,49,2,0
"E00048108","E00048108",131,76,49,6,0
"E00048109","E00048109",127,70,53,2,2
"E00048110","E00048110",135,78,50,5,2
"E00048111","E00048111",122,67,53,2,0
"E00048112","E00048112",121,82,38,1,0
"E00048113","E00048113",122,84,35,2,1
"E00048114","E00048114",134,79,50,4,1
"E00048115","E00048115",136,77,50,9,0
"E00048116","E00048116",125,110,14,1,0
"E00048117","E00048117",126,91,29,4,2
"E00048118","E00048118",132,114,17,1,0
"E00048119","E00048119",132,86,43,3,0
"E00048120","E00048120",125,80,42,2,1
"E00048121","E00048121",123,90,32,1,0
"E00048122","E00048122",148,92,49,6,1
"E00048123","E00048123",115,89,23,2,1
"E00048124","E00048124",136,80,50,5,1
"E00048125","E00048125",131,79,48,4,0
"E00048126","E00048126",139,97,37,3,2
"E00048127","E00048127",151,111,38,1,1
"E00048128","E00048128",128,98,27,3,0
"E00048129","E00048129",130,85,41,3,1
"E00048130","E00048130",133,77,48,5,3
"E00048131","E00048131",137,93,39,4,1
"E00048132","E00048132",113,73,40,0,0
"E00048133","E00048133",115,66,40,7,2
"E00048134","E00048134",135,71,60,2,2
"E00048135","E00048135",133,79,40,11,3
"E00048136","E00048136",111,77,24,6,4
"E00048137","E00048137",125,67,50,8,0
"E00048138","E00048138",124,83,38,3,0
"E00048139","E00048139",117,73,38,6,0
"E00048140","E00048140",141,88,45,6,2
"E00048141","E00048141",126,93,32,1,0
"E00048142","E00048142",125,68,48,9,0
"E00048143","E00048143",110,67,42,1,0
"E00048144","E00048144",133,95,34,2,2
"E00048146","E00048146",117,58,47,9,3
"E00048147","E00048147",117,68,46,3,0
"E00048148","E00048148",123,76,40,7,0
"E00048149","E00048149",131,91,40,0,0
"E00048150","E00048150",152,95,53,4,0
"E00048152","E00048152",115,86,25,3,1
"E00048153","E00048153",121,65,52,2,2
"E00048154","E00048154",113,86,26,1,0
"E00048155","E00048155",123,89,31,2,1
"E00048156","E00048156",124,72,47,4,1
"E00048157","E00048157",117,62,48,7,0
"E00048158","E00048158",135,98,35,2,0
"E00048159","E00048159",131,90,41,0,0
"E00048161","E00048161",130,96,31,2,1
"E00048162","E00048162",166,105,56,5,0
"E00048163","E00048163",119,66,49,4,0
"E00048164","E00048164",137,89,46,1,1
"E00048165","E00048165",128,78,46,4,0
"E00048166","E00048166",133,87,44,2,0
"E00048167","E00048167",115,81,30,4,0
"E00048168","E00048168",116,85,30,1,0
"E00048169","E00048169",138,83,51,4,0
"E00048170","E00048170",129,77,50,2,0
"E00048171","E00048171",123,69,52,1,1
"E00048172","E00048172",117,84,31,1,1
"E00048173","E00048173",139,102,36,1,0
"E00048174","E00048174",118,80,38,0,0
"E00048175","E00048175",124,76,44,4,0
"E00048176","E00048176",109,97,12,0,0
"E00048177","E00048177",122,81,39,1,1
"E00048178","E00048178",111,72,37,2,0
"E00048179","E00048179",129,94,33,2,0
"E00048180","E00048180",120,80,38,2,0
"E00048181","E00048181",106,65,39,2,0
"E00048182","E00048182",115,68,45,2,0
"E00048183","E00048183",120,92,27,1,0
"E00048184","E00048184",128,98,28,2,0
"E00048185","E00048185",122,79,38,4,1
"E00048186","E00048186",112,85,25,1,1
"E00048187","E00048187",131,100,30,1,0
"E00048188","E00048188",140,92,41,4,3
"E00048189","E00048189",139,82,51,5,1
"E00048190","E00048190",118,62,43,5,8
"E00048191","E00048191",129,74,48,6,1
"E00048192","E00048192",182,130,46,6,0
"E00048193","E00048193",124,88,30,5,1
"E00048194","E00048194",145,100,39,5,1
"E00048195","E00048195",145,82,57,5,1
"E00048196","E00048196",121,76,37,8,0
"E00048197","E00048197",130,81,45,3,1
"E00048198","E00048198",140,73,62,2,3
"E00048199","E00048199",144,103,36,2,3
"E00048200","E00048200",116,82,32,2,0
"E00048201","E00048201",123,66,50,6,1
"E00048202","E00048202",128,90,35,3,0
"E00048203","E00048203",124,69,48,7,0
"E00165815","E00165815",130,95,33,2,0
"E00165817","E00165817",106,57,49,0,0
"E00175606","E00175606",155,73,71,8,3
"E00175607","E00175607",118,77,37,3,1
"E00175608","E00175608",93,67,22,3,1
"E00175609","E00175609",120,83,36,1,0
"E00175610","E00175610",101,69,30,0,2
"E00175611","E00175611",99,42,51,5,1
"E00175612","E00175612",72,37,30,3,2
"E00175613","E00175613",87,45,30,8,4
"E00175614","E00175614",94,37,49,4,4
"E00175615","E00175615",142,94,46,2,0
"E00175616","E00175616",142,74,60,2,6
"E00175617","E00175617",128,81,43,3,1
"E00175618","E00175618",112,47,63,1,1
"E00175619","E00175619",178,102,63,5,8
"E00175620","E00175620",108,49,50,3,6
"E00175621","E00175621",126,71,48,5,2
"E00175622","E00175622",132,68,52,5,7
"E00175623","E00175623",230,106,106,15,3
"E00175624","E00175624",105,41,57,1,6
"E00175625","E00175625",118,86,29,3,0
"E00175626","E00175626",129,87,36,2,4
"E00175627","E00175627",126,72,43,2,9
"E00175628","E00175628",107,53,48,2,4
"E00175629","E00175629",114,78,27,2,7
"E00175630","E00175630",99,51,45,3,0
"E00175631","E00175631",122,64,56,1,1
"E00175632","E00175632",111,68,36,2,5
"E00175633","E00175633",126,82,38,5,1
"E00175634","E00175634",124,55,65,2,2
"E00175635","E00175635",124,85,38,1,0
"E00175636","E00175636",166,91,74,0,1
"E00175637","E00175637",132,87,36,6,3
"E00175638","E00175638",114,66,35,4,9
"E00175639","E00175639",73,46,23,3,1
"E00175640","E00175640",111,56,48,6,1
"E00175641","E00175641",123,70,51,2,0
"E00175642","E00175642",121,100,16,4,1
"E00175643","E00175643",114,74,38,1,1
"E00175644","E00175644",252,111,122,3,16
"E00175645","E00175645",125,66,53,3,3
"E00175646","E00175646",168,87,67,11,3
"E00175647","E00175647",124,55,64,3,2
"E00175648","E00175648",104,50,45,7,2
"E00175649","E00175649",94,37,54,0,3
"E00175650","E00175650",93,56,33,2,2
"E00175651","E00175651",126,61,57,2,6
"E00175652","E00175652",89,59,27,1,2
"E00175653","E00175653",142,69,69,3,1
"E00175654","E00175654",156,109,46,1,0
"E00175655","E00175655",126,63,62,0,1
"E00175656","E00175656",133,98,33,2,0
"E00175657","E00175657",168,96,60,7,5
"E00175658","E00175658",118,81,34,2,1
"E00175659","E00175659",494,299,180,8,7
"E00175660","E00175660",132,94,35,3,0
"E00175661","E00175661",167,67,86,2,12
"E00175662","E00175662",116,69,40,4,3
"E00175663","E00175663",128,81,39,7,1
"E00175664","E00175664",134,72,59,1,2
"E00175665","E00175665",146,72,68,3,3
"E00175666","E00175666",109,65,33,3,8
"E00175667","E00175667",67,35,29,2,1
"E00175668","E00175668",120,92,26,0,2
"E00175669","E00175669",126,67,55,1,3
"E00175670","E00175670",111,63,45,2,1
"E00175671","E00175671",335,168,157,5,5
"E00175672","E00175672",126,30,66,3,27
"E00175673","E00175673",124,78,41,4,1
"E00175674","E00175674",83,73,10,0,0
"E00175675","E00175675",122,63,55,2,2
"E00175676","E00175676",112,70,34,5,3
"E00175677","E00175677",135,94,32,7,2
"E00175678","E00175678",139,87,49,2,1
"E00175679","E00175679",104,65,38,1,0
"E00175680","E00175680",64,40,23,1,0
"E00175681","E00175681",83,68,14,1,0
"E00175682","E00175682",77,50,20,4,3
"E00175683","E00175683",131,69,54,2,6
"E00175684","E00175684",129,88,41,0,0
"E00175685","E00175685",106,89,15,2,0
"E00175686","E00175686",103,65,36,2,0
"E00175687","E00175687",76,48,26,1,1
"E00175688","E00175688",125,88,31,5,1
"E00175689","E00175689",118,86,31,0,1
"E00175690","E00175690",128,90,35,3,0
"E00175691","E00175691",98,65,33,0,0
"E00175692","E00175692",132,98,34,0,0
"E00175693","E00175693",106,68,36,2,0
"E00175694","E00175694",100,61,39,0,0
"E00175695","E00175695",120,74,46,0,0
"E00175696","E00175696",119,85,31,3,0
"E00175697","E00175697",137,122,14,1,0
"E00175698","E00175698",83,65,18,0,0
"E00175699","E00175699",122,66,47,6,3
"E00175700","E00175700",117,107,10,0,0
"E00175701","E00175701",103,74,29,0,0
"E00175702","E00175702",249,232,17,0,0
"E00175703","E00175703",55,32,22,1,0
"E00175704","E00175704",95,72,23,0,0
"E00175705","E00175705",140,89,47,2,2
"E00175706","E00175706",128,64,60,3,1
"E00175707","E00175707",121,92,28,1,0
"E00175708","E00175708",122,88,33,1,0
"E00175709","E00175709",123,64,53,5,1
"E00175710","E00175710",124,86,36,0,2
"E00175711","E00175711",112,83,28,1,0
"E00175712","E00175712",109,74,35,0,0
"E00175713","E00175713",126,86,38,2,0
"E00175714","E00175714",107,61,35,7,4
"E00175715","E00175715",158,75,72,4,7
"E00175716","E00175716",120,53,57,6,4
"E00175717","E00175717",106,68,28,3,7
"E00175718","E00175718",114,66,45,1,2
"E00175719","E00175719",241,134,100,4,3
"E00175720","E00175720",152,104,47,1,0
"E00175721","E00175721",96,35,45,14,2
"E00175722","E00175722",200,73,123,2,2
"E00175723","E00175723",119,91,27,1,0
"E00175724","E00175724",111,73,37,1,0
"E00175725","E00175725",130,79,49,2,0
"E00175726","E00175726",94,18,70,6,0
"E00175727","E00175727",151,108,42,1,0
"E00175728","E00175728",128,65,59,2,2
"E00175729","E00175729",119,56,48,12,3
"E00175730","E00175730",186,122,64,0,0
"E00175731","E00175731",137,44,76,15,2
"E00175732","E00175732",132,107,23,2,0
"E00175733","E00175733",72,42,29,1,0
"E00175734","E00175734",123,71,49,3,0
"E00175735","E00175735",120,73,41,4,2
"E00175736","E00175736",162,67,87,4,4
"E00175737","E00175737",94,73,21,0,0
"E00175738","E00175738",124,80,41,3,0
"E00175739","E00175739",104,82,18,2,2
"E00175740","E00175740",69,40,25,3,1
"E00175741","E00175741",116,80,35,1,0
"E00175742","E00175742",107,73,33,1,0
"E00175743","E00175743",109,83,26,0,0
"E00175744","E00175744",163,111,42,8,2
"E00175745","E00175745",43,16,22,5,0
"E00175746","E00175746",121,35,67,16,3
"E00175747","E00175747",173,149,21,3,0
"E00175748","E00175748",127,66,54,3,4
"E00175749","E00175749",77,29,32,7,9
"E00175750","E00175750",83,58,22,2,1
"E00175751","E00175751",131,104,27,0,0
"E00175752","E00175752",134,98,36,0,0
"E00175753","E00175753",50,21,27,2,0
"E00175754","E00175754",96,63,27,4,2
"E00175755","E00175755",112,72,36,2,2
"E00175756","E00175756",163,125,37,1,0
"E00175757","E00175757",124,55,57,9,3
"E00175758","E00175758",108,38,68,1,1
"E00175759","E00175759",114,57,46,6,5
"E00175760","E00175760",110,57,47,1,5
"E00175761","E00175761",105,21,69,10,5
"E00175762","E00175762",128,64,47,13,4
"E00175763","E00175763",41,18,18,3,2
"E00175764","E00175764",61,21,30,9,1
"E00175765","E00175765",82,31,41,7,3
"E00175766","E00175766",96,58,37,1,0
"E00175767","E00175767",115,69,38,3,5
"E00175768","E00175768",74,55,17,1,1
"E00175769","E00175769",139,52,83,3,1
"E00175770","E00175770",44,14,27,3,0
"E00175771","E00175771",125,72,53,0,0
"E00175772","E00175772",148,78,64,6,0
"E00175773","E00175773",135,55,70,6,4
"E00175774","E00175774",142,85,55,0,2
"E00175775","E00175775",124,60,51,9,4
"E00175776","E00175776",81,26,44,8,3
"E00175777","E00175777",84,44,34,5,1
"E00175778","E00175778",97,50,41,1,5
"E00175779","E00175779",130,70,54,1,5
"E00175780","E00175780",121,79,41,1,0
"E00175781","E00175781",115,89,22,4,0
"E00175782","E00175782",53,47,6,0,0
"E00175783","E00175783",76,48,25,2,1
"E00175784","E00175784",85,49,32,4,0
"E00175785","E00175785",137,102,34,1,0
"E00175786","E00175786",40,21,17,2,0
"E00175787","E00175787",56,34,20,2,0
"E00175788","E00175788",77,52,20,5,0
"E00175789","E00175789",70,44,22,2,2
"E00175790","E00175790",141,102,39,0,0
"E00175791","E00175791",41,15,21,4,1
"E00175792","E00175792",81,48,31,1,1
"E00175793","E00175793",99,51,36,10,2
"E00175794","E00175794",61,25,31,4,1
"E00175795","E00175795",168,117,46,3,2
"E00175796","E00175796",109,62,43,3,1
"E00175797","E00175797",99,69,25,3,2
"E00175798","E00175798",74,32,33,8,1
"E00175799","E00175799",103,70,30,2,1
"E00175800","E00175800",86,41,44,1,0
"E00175801","E00175801",65,46,18,0,1
"E00175802","E00175802",41,9,31,1,0
"E00175803","E00175803",116,70,39,6,1



"","In order to protect against disclosure of personal information, records"
"","have been swapped between different geographic areas. Some counts will"
"","be affected, particularly small counts at the lowest geographies"
"",""

